Domain Name,Domain Type,Agency,City,State,Status
CENTENNIALCO.GOV,City,Non-Federal Agency,Centennial,CO,ACTIVE
CENTERCO.GOV,City,Non-Federal Agency,Center,CO,ACTIVE
CENTERLINE.GOV,City,Non-Federal Agency,Center Line,MI,ACTIVE
CENTERVILLEOHIO.GOV,City,Non-Federal Agency,Centerville,OH,ACTIVE
CENTERVILLETX.GOV,City,Non-Federal Agency,College Station,TX,ACTIVE
CENTRAL-LA.GOV,City,Non-Federal Agency,Central,LA,ACTIVE
CENTRALPOINTOREGON.GOV,City,Non-Federal Agency,Central Point,OR,ACTIVE
CENTREVILLE-MD.GOV,City,Non-Federal Agency,Centreville,MD,ACTIVE
CGAZ.GOV,City,Non-Federal Agency,Casa Grande,AZ,ACTIVE
CHADDSFORDPA.GOV,City,Non-Federal Agency,Chadds Ford,PA,ACTIVE
CHAMBERSBURGPA.GOV,City,Non-Federal Agency,Chambersburg,PA,ACTIVE
CHAMBLEEGA.GOV,City,Non-Federal Agency,Chamblee,GA,ACTIVE
CHAMPAIGN-IL.GOV,City,Non-Federal Agency,Champaign,IL,ACTIVE
CHAMPAIGNIL.GOV,City,Non-Federal Agency,Champaign,IL,ACTIVE
CHANDLERAZ.GOV,City,Non-Federal Agency,Chandler,AZ,ACTIVE
CHARLESTON-SC.GOV,City,Non-Federal Agency,Charleston,SC,ACTIVE
CHARLESTONWV.GOV,City,Non-Federal Agency,Charleston,WV,ACTIVE
CHARLESTOWN-NH.GOV,City,Non-Federal Agency,Charlestown,NH,ACTIVE
CHARLOTTENC.GOV,City,Non-Federal Agency,Charlotte,NC,ACTIVE
CHARLOTTESVILLEVA.GOV,City,Non-Federal Agency,Charlottesville,VA,ACTIVE
CHATHAM-MA.GOV,City,Non-Federal Agency,Chatham,MA,ACTIVE
CHATHAM-VA.GOV,City,Non-Federal Agency,Chatham,VA,ACTIVE
CHATHAMTOWNSHIP-NJ.GOV,City,Non-Federal Agency,Chatham,NJ,ACTIVE
CHATSWORTHGA.GOV,City,Non-Federal Agency,Chatsworth,GA,ACTIVE
CHATTANOOGA.GOV,City,Non-Federal Agency,Chattanooga,TN,ACTIVE
CHELSEAMA.GOV,City,Non-Federal Agency,Chelsea,MA,ACTIVE
CHESAPEAKEBEACHMD.GOV,City,Non-Federal Agency,Chesapeake Beach,MD,ACTIVE
CHESAPEAKECITY-MD.GOV,City,Non-Federal Agency,Chesapeake City,MD,ACTIVE
CHESHIRE-MA.GOV,City,Non-Federal Agency,Cheshire,MA,ACTIVE
CHESTER-NY.GOV,City,Non-Federal Agency,Chester,NY,ACTIVE
CHESTERFIELD.GOV,City,Non-Federal Agency,Chesterfield,VA,ACTIVE
CHESTERVT.GOV,City,Non-Federal Agency,Chester,VT,ACTIVE
CHESTNUTHILLTWP-PA.GOV,City,Non-Federal Agency,Brodheadsville,PA,ACTIVE
CHEVERLY-MD.GOV,City,Non-Federal Agency,Cheverly,MD,ACTIVE
CHEVYCHASEVILLAGEMD.GOV,City,Non-Federal Agency,Chevy Chase,MD,ACTIVE
CHICAGO-IL.GOV,City,Non-Federal Agency,Chicago,IL,ACTIVE
CHICOCA.GOV,City,Non-Federal Agency,Chico,CA,ACTIVE
CHICOPEEMA.GOV,City,Non-Federal Agency,Chicopee,MA,ACTIVE
CHILLICOTHEOH.GOV,City,Non-Federal Agency,Chillicothe,OH,ACTIVE
CHILMARKMA.GOV,City,Non-Federal Agency,Chilmark,MA,ACTIVE
CHINAGROVENC.GOV,City,Non-Federal Agency,China Grove,NC,ACTIVE
CHINCOTEAGUE-VA.GOV,City,Non-Federal Agency,Chincoteague,VA,ACTIVE
CHIPPEWAFALLS-WI.GOV,City,Non-Federal Agency,Chippewa Falls,WI,ACTIVE
CHOWANCOUNTY-NC.GOV,City,Non-Federal Agency,Edenton,NC,ACTIVE
CHULAVISTACA.GOV,City,Non-Federal Agency,Chula Vista,CA,ACTIVE
CHURCHHILLTN.GOV,City,Non-Federal Agency,Church Hill,TN,ACTIVE
CIBOLOTX.GOV,City,Non-Federal Agency,Cibolo,TX,ACTIVE
CINCINNATI-OH.GOV,City,Non-Federal Agency,Cincinnati,OH,ACTIVE
CINCINNATIOHIO.GOV,City,Non-Federal Agency,Cincinnati,OH,ACTIVE
CITYKANKAKEE-IL.GOV,City,Non-Federal Agency,KANKAKEE,IL,ACTIVE
CITYOFADAMS-WI.GOV,City,Non-Federal Agency,Adams,WI,ACTIVE
CITYOFAIKENSC.GOV,City,Non-Federal Agency,Aiken,SC,ACTIVE
CITYOFALAMEDACA.GOV,City,Non-Federal Agency,Alameda,CA,ACTIVE
CITYOFALBIONMI.GOV,City,Non-Federal Agency,albion,MI,ACTIVE
CITYOFALCOA-TN.GOV,City,Non-Federal Agency,Alcoa,TN,ACTIVE
CITYOFALGOODTN.GOV,City,Non-Federal Agency,Algood,TN,ACTIVE
CITYOFALMAGA.GOV,City,Non-Federal Agency,Alma,GA,ACTIVE
CITYOFAUBURNWA.GOV,City,Non-Federal Agency,Auburn,WA,ACTIVE
CITYOFBAKERLA.GOV,City,Non-Federal Agency,Baker ,LA,ACTIVE
CITYOFBELOITWI.GOV,City,Non-Federal Agency,Beloit,WI,ACTIVE
CITYOFBENTONHARBORMI.GOV,City,Non-Federal Agency,Benton Harbor,MI,ACTIVE
CITYOFBLUERIDGEGA.GOV,City,Non-Federal Agency,Blue Ridge,GA,ACTIVE
CITYOFBOWIEMD.GOV,City,Non-Federal Agency,Bowie,MD,ACTIVE
CITYOFBOWMANGA.GOV,City,Non-Federal Agency,Bowman,GA,ACTIVE
CITYOFBRUNSWICK-GA.GOV,City,Non-Federal Agency,Brunswick,GA,ACTIVE
CITYOFBURTON-TX.GOV,City,Non-Federal Agency,Burton,TX,ACTIVE
CITYOFCANALFULTON-OH.GOV,City,Non-Federal Agency,Canal Fulton,OH,ACTIVE
CITYOFCAYCE-SC.GOV,City,Non-Federal Agency,Cayce,SC,ACTIVE
CITYOFCHAMPAIGN-IL.GOV,City,Non-Federal Agency,Champaign,IL,ACTIVE
CITYOFCHAMPAIGNIL.GOV,City,Non-Federal Agency,Champaign,IL,ACTIVE
CITYOFCHETEK-WI.GOV,City,Non-Federal Agency,Chetek,WI,ACTIVE
CITYOFCHOTEAU-MT.GOV,City,Non-Federal Agency,Choteau,MT,ACTIVE
CITYOFCLAYTONGA.GOV,City,Non-Federal Agency,Clayton,GA,ACTIVE
CITYOFCODY-WY.GOV,City,Non-Federal Agency,Cody,WY,ACTIVE
CITYOFCONWAY-AR.GOV,City,Non-Federal Agency,Conway,AR,ACTIVE
CITYOFCOWETA-OK.GOV,City,Non-Federal Agency,Coweta,OK,ACTIVE
CITYOFCRISFIELD-MD.GOV,City,Non-Federal Agency,Crisfield,MD,ACTIVE
CITYOFCUDAHYCA.GOV,City,Non-Federal Agency,Cudahy,CA,ACTIVE
CITYOFDALTON-GA.GOV,City,Non-Federal Agency,Dalton,GA,ACTIVE
CITYOFDOUGLASGA.GOV,City,Non-Federal Agency,Douglas,GA,ACTIVE
CITYOFDUNBARWV.GOV,City,Non-Federal Agency,Dunbar,WV,ACTIVE
CITYOFDUPONTWA.GOV,City,Non-Federal Agency,DuPont,WA,ACTIVE
CITYOFENGLEWOOD-NJ.GOV,City,Non-Federal Agency,Englewood,NJ,ACTIVE
CITYOFEUDORAKS.GOV,City,Non-Federal Agency,Eudora,KS,ACTIVE
CITYOFFAIRFAX-MN.GOV,City,Non-Federal Agency,Fairfax,MN,ACTIVE
CITYOFFARGO-ND.GOV,City,Non-Federal Agency,Fargo,ND,ACTIVE
CITYOFFARMERSVILLE-CA.GOV,City,Non-Federal Agency,Farmersville,CA,ACTIVE
CITYOFFARMINGTON-AR.GOV,City,Non-Federal Agency,Farmington,AR,ACTIVE
CITYOFFOLKSTON-GA.GOV,City,Non-Federal Agency,Folkston,GA,ACTIVE
CITYOFFORTOGLETHORPEGA.GOV,City,Non-Federal Agency,FORT OGLETHORPE,GA,ACTIVE
CITYOFGAFFNEY-SC.GOV,City,Non-Federal Agency,Gaffney,SC,ACTIVE
CITYOFGALENAPARK-TX.GOV,City,Non-Federal Agency,Galena Park,TX,ACTIVE
CITYOFGRAVETTE-AR.GOV,City,Non-Federal Agency,Gravette,AR,ACTIVE
CITYOFGROTON-CT.GOV,City,Non-Federal Agency,Groton,CT,ACTIVE
CITYOFGROVEOK.GOV,City,Non-Federal Agency,Grove,OK,ACTIVE
CITYOFGUNNISON-CO.GOV,City,Non-Federal Agency,Gunnison,CO,ACTIVE
CITYOFHAMPTON-GA.GOV,City,Non-Federal Agency,Hampton,GA,ACTIVE
CITYOFHARRISON-MI.GOV,City,Non-Federal Agency,Harrison,MI,ACTIVE
CITYOFHAYWARD-CA.GOV,City,Non-Federal Agency,Hayward,CA,ACTIVE
CITYOFHAYWARDWI.GOV,City,Non-Federal Agency,Hayward,WI,ACTIVE
CITYOFHIRAMGA.GOV,City,Non-Federal Agency,HIRAM,GA,ACTIVE
CITYOFHOKAH-MN.GOV,City,Non-Federal Agency,Hokah,MN,ACTIVE
CITYOFHOLYOKE-CO.GOV,City,Non-Federal Agency,Holyoke,CO,ACTIVE
CITYOFHOMER-AK.GOV,City,Non-Federal Agency,Homer,AK,ACTIVE
CITYOFHONDO-TX.GOV,City,Non-Federal Agency,Hondo,TX,ACTIVE
CITYOFHOUSTON.GOV,City,Non-Federal Agency,Houston,TX,ACTIVE
CITYOFHUMBLE-TX.GOV,City,Non-Federal Agency,Humble,TX,ACTIVE
CITYOFHUMBLETX.GOV,City,Non-Federal Agency,Humble,TX,ACTIVE
CITYOFHUNTSVILLETX.GOV,City,Non-Federal Agency,Huntsville,TX,ACTIVE
CITYOFIRONDALEAL.GOV,City,Non-Federal Agency,Irondale,AL,ACTIVE
CITYOFKEYWEST-FL.GOV,City,Non-Federal Agency,Key West,FL,ACTIVE
CITYOFKINGMAN.GOV,City,Non-Federal Agency,Kingman,AZ,ACTIVE
CITYOFKINGSBURG-CA.GOV,City,Non-Federal Agency,Kingsburg,CA,ACTIVE
CITYOFLACRESCENT-MN.GOV,City,Non-Federal Agency,La Crescent,MN,ACTIVE
CITYOFLADUE-MO.GOV,City,Non-Federal Agency,Ladue,MO,ACTIVE
CITYOFLAGRANGEMO.GOV,City,Non-Federal Agency,LaGrange,MO,ACTIVE
CITYOFLAHABRA-CA.GOV,City,Non-Federal Agency,LA HABRA,CA,ACTIVE
CITYOFLENEXA-KS.GOV,City,Non-Federal Agency,Lenexa,KS,ACTIVE
CITYOFLENEXAKS.GOV,City,Non-Federal Agency,Lenexa,KS,ACTIVE
CITYOFLINDALETX.GOV,City,Non-Federal Agency,LINDALE,TX,ACTIVE
CITYOFLISBON-IA.GOV,City,Non-Federal Agency,Lisbon,IA,ACTIVE
CITYOFLUBBOCKTX.GOV,City,Non-Federal Agency,Lubbock,TX,ACTIVE
CITYOFMACON-MO.GOV,City,Non-Federal Agency,Macon,MO,ACTIVE
CITYOFMARIONIL.GOV,City,Non-Federal Agency,Marion,IL,ACTIVE
CITYOFMARIONWI.GOV,City,Non-Federal Agency,MARION,WI,ACTIVE
CITYOFMCCAYSVILLEGA.GOV,City,Non-Federal Agency,McCaysville,GA,ACTIVE
CITYOFMENASHA-WI.GOV,City,Non-Federal Agency,Menasha,WI,ACTIVE
CITYOFMIDLANDMI.GOV,City,Non-Federal Agency,Midland,MI,ACTIVE
CITYOFMILLBROOK-AL.GOV,City,Non-Federal Agency,Millbrook,AL,ACTIVE
CITYOFMILLENGA.GOV,City,Non-Federal Agency,Millen,GA,ACTIVE
CITYOFMONONGAHELA-PA.GOV,City,Non-Federal Agency,Monongahela,PA,ACTIVE
CITYOFMORROWGA.GOV,City,Non-Federal Agency,Morrow,GA,ACTIVE
CITYOFMTVERNON-IA.GOV,City,Non-Federal Agency,Mount Vernon,IA,ACTIVE
CITYOFNANTICOKE-PA.GOV,City,Non-Federal Agency,Nanticoke,PA,ACTIVE
CITYOFNEWBURGH-NY.GOV,City,Non-Federal Agency,Newburgh,NY,ACTIVE
CITYOFNEWULM-MN.GOV,City,Non-Federal Agency,New Ulm,MN,ACTIVE
CITYOFNORMANDY.GOV,City,Non-Federal Agency,St. Louis,MO,ACTIVE
CITYOFNOVI-MI.GOV,City,Non-Federal Agency,Novi,MI,ACTIVE
CITYOFOLYMPIA-WA.GOV,City,Non-Federal Agency,Olympia,WA,ACTIVE
CITYOFOLYMPIAWA.GOV,City,Non-Federal Agency,Olympia,WA,ACTIVE
CITYOFOMAHA-NE.GOV,City,Non-Federal Agency,Omaha,NE,ACTIVE
CITYOFPACIFICWA.GOV,City,Non-Federal Agency,Pacific,WA,ACTIVE
CITYOFPALMVALLEY-TX.GOV,City,Non-Federal Agency,Harlingen,TX,ACTIVE
CITYOFPARISTN.GOV,City,Non-Federal Agency,Paris,TN,ACTIVE
CITYOFPARMA-OH.GOV,City,Non-Federal Agency,Parma,OH,ACTIVE
CITYOFPASSAICNJ.GOV,City,Non-Federal Agency,Passaic,NJ,ACTIVE
CITYOFPATASKALAOHIO.GOV,City,Non-Federal Agency,Pataskala,OH,ACTIVE
CITYOFPATTERSONLA.GOV,City,Non-Federal Agency,Patterson,LA,ACTIVE
CITYOFPEARLANDTX.GOV,City,Non-Federal Agency,Pearland,TX,ACTIVE
CITYOFPHOENIX.GOV,City,Non-Federal Agency,Phoenix,AZ,ACTIVE
CITYOFPIGEONFORGETN.GOV,City,Non-Federal Agency,Pigeon Forge,TN,ACTIVE
CITYOFPLAINVILLE-KS.GOV,City,Non-Federal Agency,Plainville,KS,ACTIVE
CITYOFPLATTSBURGH-NY.GOV,City,Non-Federal Agency,Plattsburgh,NY,ACTIVE
CITYOFPLEASANTONCA.GOV,City,Non-Federal Agency,Pleasanton,CA,ACTIVE
CITYOFPOCOMOKEMD.GOV,City,Non-Federal Agency,Pocomoke City,MD,ACTIVE
CITYOFPORTLANDTN.GOV,City,Non-Federal Agency,Portland,TN,ACTIVE
CITYOFREDMOND.GOV,City,Non-Federal Agency,Redmond,WA,ACTIVE
CITYOFRENONV.GOV,City,Non-Federal Agency,Reno,NV,ACTIVE
CITYOFROCHESTER.GOV,City,Non-Federal Agency,Rochester,NY,ACTIVE
CITYOFROCKHILLSC.GOV,City,Non-Federal Agency,Rock Hill,SC,ACTIVE
CITYOFROCKPORT-IN.GOV,City,Non-Federal Agency,Rockport,IN,ACTIVE
CITYOFSAFFORD-AZ.GOV,City,Non-Federal Agency,Safford,AZ,ACTIVE
CITYOFSAFFORDAZ.GOV,City,Non-Federal Agency,Safford,AZ,ACTIVE
CITYOFSALEMNJ.GOV,City,Non-Federal Agency,Salem,NJ,ACTIVE
CITYOFSANTAANA-CA.GOV,City,Non-Federal Agency,Santa Ana,CA,ACTIVE
CITYOFSANTEECA.GOV,City,Non-Federal Agency,Santee,CA,ACTIVE
CITYOFSEATTLE.GOV,City,Non-Federal Agency,Seattle,WA,ACTIVE
CITYOFSPARTANBURG-SC.GOV,City,Non-Federal Agency,Spartanburg,SC,ACTIVE
CITYOFSTMARYSPA.GOV,City,Non-Federal Agency,St. Marys,PA,ACTIVE
CITYOFSTOCKBRIDGE-GA.GOV,City,Non-Federal Agency,Stockbridge,GA,ACTIVE
CITYOFSUGAR-LANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX,ACTIVE
CITYOFSUGARLAND-TX.GOV,City,Non-Federal Agency,Sugar Land,TX,ACTIVE
CITYOFSUGARLANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX,ACTIVE
CITYOFSUNRISEFL.GOV,City,Non-Federal Agency,Sunrise,FL,ACTIVE
CITYOFSUNRISEFLORIDA.GOV,City,Non-Federal Agency,Sunrise,FL,ACTIVE
CITYOFTITUSVILLEPA.GOV,City,Non-Federal Agency,Titusville,PA,ACTIVE
CITYOFTORRANCECA.GOV,City,Non-Federal Agency,Torrance,CA,ACTIVE
CITYOFTUKWILA-WA.GOV,City,Non-Federal Agency,Tukwila,WA,ACTIVE
CITYOFTYLER-TX.GOV,City,Non-Federal Agency,Tyler,TX,ACTIVE
CITYOFTYLERTX.GOV,City,Non-Federal Agency,Tyler,TX,ACTIVE
CITYOFWARRENPA.GOV,City,Non-Federal Agency,Warren,PA,ACTIVE
CITYOFWASHINGTONGA.GOV,City,Non-Federal Agency,Washington,GA,ACTIVE
CITYOFWEATHERBYLAKE-MO.GOV,City,Non-Federal Agency,Weatherby Lake,MO,ACTIVE
CITYOFWESTONLAKES-TX.GOV,City,Non-Federal Agency,Fulshear,TX,ACTIVE
CITYOFWESTPALMBEACH-FL.GOV,City,Non-Federal Agency,West Palm Beach,FL,ACTIVE
CITYOFWEYAUWEGA-WI.GOV,City,Non-Federal Agency,Weyauwega,WI,ACTIVE
CITYOFWHEATON-IL.GOV,City,Non-Federal Agency,Wheaton,IL,ACTIVE
CITYOFWOODBURYGA.GOV,City,Non-Federal Agency,Woodbury,GA,ACTIVE
CITYOFWORLANDWY.GOV,City,Non-Federal Agency,Worland,WY,ACTIVE
CITYOFYUKONOK.GOV,City,Non-Federal Agency,Yukon,OK,ACTIVE
CITYOLYMPIA-WA.GOV,City,Non-Federal Agency,Olympia,WA,ACTIVE
CITYOLYMPIAWA.GOV,City,Non-Federal Agency,Olympia,WA,ACTIVE
CLAIRTON-PA.GOV,City,Non-Federal Agency,Clairton,PA,ACTIVE
CLARKSTONGA.GOV,City,Non-Federal Agency,Clarkston,GA,ACTIVE
CLARKSVILLEAR.GOV,City,Non-Federal Agency,Clarksville,AR,ACTIVE
CLAYTONMO.GOV,City,Non-Federal Agency,Clayton,MO,ACTIVE
CLEARLAKE-WI.GOV,City,Non-Federal Agency,Clear Lake,WI,ACTIVE
CLEARLAKESHORES-TX.GOV,City,Non-Federal Agency,Clear Lake Shores,TX,ACTIVE
CLERMONTFL.GOV,City,Non-Federal Agency,Clermont,FM,ACTIVE
CLEVELAND-OH.GOV,City,Non-Federal Agency,Cleveland,OH,ACTIVE
CLEVELANDOHIO.GOV,City,Non-Federal Agency,Cleveland,OH,ACTIVE
CLEVELANDTN.GOV,City,Non-Federal Agency,Cleveland,TN,ACTIVE
CLEVELANDWI.GOV,City,Non-Federal Agency,Cleveland,WI,ACTIVE
CLEWISTON-FL.GOV,City,Non-Federal Agency,Clewiston,FL,ACTIVE
CLIFFSIDEPARKNJ.GOV,City,Non-Federal Agency,Cliffside Park,NJ,ACTIVE
CLIFTONAZ.GOV,City,Non-Federal Agency,Clifton,AZ,ACTIVE
CLIFTONFORGEVA.GOV,City,Non-Federal Agency,Clifton Forge,VA,ACTIVE
CLINTONMA.GOV,City,Non-Federal Agency,Clinton,MA,ACTIVE
CLINTONNJ.GOV,City,Non-Federal Agency,New Jersey,NJ,ACTIVE
CLINTONOK.GOV,City,Non-Federal Agency,Clinton,OK,ACTIVE
CLINTONTOWNSHIP-MI.GOV,City,Non-Federal Agency,Clinton Township,MI,ACTIVE
CMSDCA.GOV,City,Non-Federal Agency,Costa Mesa,CA,ACTIVE
COALCITY-IL.GOV,City,Non-Federal Agency,Coal City,IL,ACTIVE
COALRUNKY.GOV,City,Non-Federal Agency,Pikeville,KY,ACTIVE
COHOES-NY.GOV,City,Non-Federal Agency,Cohoes,NY,ACTIVE
COLCHESTERCT.GOV,City,Non-Federal Agency,Colchester,CT,ACTIVE
COLCHESTERVT.GOV,City,Non-Federal Agency,Colchester,VT,ACTIVE
COLDSPRINGKY.GOV,City,Non-Federal Agency,COLD SPRING,KY,ACTIVE
COLDSPRINGNY.GOV,City,Non-Federal Agency,Cold Spring ,NY,ACTIVE
COLFAX-CA.GOV,City,Non-Federal Agency,Colfax,CA,ACTIVE
COLLEGEDALETN.GOV,City,Non-Federal Agency,Collegedale,TN,ACTIVE
COLLEGEPARKMD.GOV,City,Non-Federal Agency,College Park,MD,ACTIVE
COLLEGEVILLE-PA.GOV,City,Non-Federal Agency,Collegeville,PA,ACTIVE
COLLIERVILLETN.GOV,City,Non-Federal Agency,Collierville,TN,ACTIVE
COLLINCOUNTYTEXAS.GOV,City,Non-Federal Agency,Mckinney,TX,ACTIVE
COLLINCOUNTYTX.GOV,City,Non-Federal Agency,McKinney,TX,ACTIVE
COLONIALHEIGHTSVA.GOV,City,Non-Federal Agency,Colonial Heights,VA,ACTIVE
COLONIE-NY.GOV,City,Non-Federal Agency,Newtonville,NY,ACTIVE
COLORADOSPRINGS.GOV,City,Non-Federal Agency,Colorado Springs,CO,ACTIVE
COLRAIN-MA.GOV,City,Non-Federal Agency,Colrain,MA,ACTIVE
COLTONCA.GOV,City,Non-Federal Agency,Colton,CA,ACTIVE
COLUMBIAHEIGHTSMN.GOV,City,Non-Federal Agency,Columbia Heights,MN,ACTIVE
COLUMBIANAOHIO.GOV,City,Non-Federal Agency,Columbiana,OH,ACTIVE
COLUMBIASC.GOV,City,Non-Federal Agency,Columbia,SC,ACTIVE
COLUMBIATN.GOV,City,Non-Federal Agency,Columbia,TN,ACTIVE
COLUMBIATWP-OH.GOV,City,Non-Federal Agency,Columbia Station,OH,ACTIVE
COLUMBUS.GOV,City,Non-Federal Agency,Columbus,OH,ACTIVE
COLUMBUSOH.GOV,City,Non-Federal Agency,Columbus,OH,ACTIVE
COLUMBUSOHIO.GOV,City,Non-Federal Agency,Columbus,OH,ACTIVE
COMMERCIALPOINTOHIO.GOV,City,Non-Federal Agency,Commercial Point,OH,ACTIVE
COMO.GOV,City,Non-Federal Agency,Columbia,MO,ACTIVE
COMSTOCKMI.GOV,City,Non-Federal Agency,Kalamazoo,MI,ACTIVE
CONCORDMA.GOV,City,Non-Federal Agency,Concord,MA,ACTIVE
CONCORDNC.GOV,City,Non-Federal Agency,Concord,NC,ACTIVE
CONCORDNH.GOV,City,Non-Federal Agency,Concord,NH,ACTIVE
CONCRETEWA.GOV,City,Non-Federal Agency,Concrete,WA,ACTIVE
CONNEAUTOHIO.GOV,City,Non-Federal Agency,Conneaut,OH,ACTIVE
CONNERSVILLEIN.GOV,City,Non-Federal Agency,Connersville,IN,ACTIVE
CONOVERNC.GOV,City,Non-Federal Agency,Conover,NC,ACTIVE
CONYERSGA.GOV,City,Non-Federal Agency,Conyers,GA,ACTIVE
COOKEVILLE-TN.GOV,City,Non-Federal Agency,Cookeville,TN,ACTIVE
COONRAPIDSMN.GOV,City,Non-Federal Agency,Coon Rapids,MN,ACTIVE
COPPELLTX.GOV,City,Non-Federal Agency,Coppell,TX,ACTIVE
COPPERASCOVETX.GOV,City,Non-Federal Agency,Copperas Cove,TX,ACTIVE
COR.GOV,City,Non-Federal Agency,Richardson,TX,ACTIVE
CORALGABLES-FL.GOV,City,Non-Federal Agency,Coral Gables,FL,ACTIVE
CORALGABLESFL.GOV,City,Non-Federal Agency,Coral Gables,FL,ACTIVE
CORBIN-KY.GOV,City,Non-Federal Agency,Corbin,KY,ACTIVE
CORNINGAR.GOV,City,Non-Federal Agency,Corning,AR,ACTIVE
CORNWALLNY.GOV,City,Non-Federal Agency,Cornwall,NY,ACTIVE
CORPUSCHRISTI-TX.GOV,City,Non-Federal Agency,Corpus Christi,TX,ACTIVE
CORRALESNM.GOV,City,Non-Federal Agency,Corales,NM,ACTIVE
CORRYPA.GOV,City,Non-Federal Agency,Corry,PA,ACTIVE
CORUNNA-MI.GOV,City,Non-Federal Agency,Corunna,MI,ACTIVE
CORVALLISOREGON.GOV,City,Non-Federal Agency,Corvallis,OR,ACTIVE
CORYDON-IN.GOV,City,Non-Federal Agency,Corydon,IN,ACTIVE
COSMOPOLISWA.GOV,City,Non-Federal Agency,Cosmopolis,WA,ACTIVE
COSPRINGS.GOV,City,Non-Federal Agency,Colorado Springs,CO,ACTIVE
COSTAMESACA.GOV,City,Non-Federal Agency,Costa Mesa,CA,ACTIVE
COTTAGECITYMD.GOV,City,Non-Federal Agency,Cottage City,MD,ACTIVE
COTTONWOODAZ.GOV,City,Non-Federal Agency,Cottonwood,AZ,ACTIVE
COUNTRYSIDE-IL.GOV,City,Non-Federal Agency,Countryside,IL,ACTIVE
COVINACA.GOV,City,Non-Federal Agency,Covina,CA,ACTIVE
COVINGTON-OH.GOV,City,Non-Federal Agency,COVINGTON ,OH,ACTIVE
COVINGTONKY.GOV,City,Non-Federal Agency,Covington,KY,ACTIVE
COVINGTONWA.GOV,City,Non-Federal Agency,Covington,WA,ACTIVE
CRANBERRYISLES-ME.GOV,City,Non-Federal Agency,Islesford,ME,ACTIVE
CRAWFORDSVILLE-IN.GOV,City,Non-Federal Agency,Crawfordsville,IN,ACTIVE
CREDITRIVER-MN.GOV,City,Non-Federal Agency,Prior Lake,MN,ACTIVE
CRESTONIOWA.GOV,City,Non-Federal Agency,Creston,IA,ACTIVE
CRETE-NE.GOV,City,Non-Federal Agency,Crete,NE,ACTIVE
CREVECOEURMO.GOV,City,Non-Federal Agency,Creve Coeur,MO,ACTIVE
CROSSROADSTX.GOV,City,Non-Federal Agency,Crossroads,TX,ACTIVE
CROSSVILLETN.GOV,City,Non-Federal Agency,Crossville,TN,ACTIVE
CROTONONHUDSON-NY.GOV,City,Non-Federal Agency,Croton-On-Hudson,NY,ACTIVE
CRYSTALMN.GOV,City,Non-Federal Agency,Crystal,MN,ACTIVE
CUBAASSESSORIL.GOV,City,Non-Federal Agency,Barrington,IL,ACTIVE
CUBATWPIL.GOV,City,Non-Federal Agency,Barrington,IL,ACTIVE
CUDAHY-WI.GOV,City,Non-Federal Agency,Cudahy,WI,ACTIVE
CULPEPERVA.GOV,City,Non-Federal Agency,Culpeper,VA,ACTIVE
CUMBERLANDMD.GOV,City,Non-Federal Agency,Cumberland,MD,ACTIVE
CUMMINGTON-MA.GOV,City,Non-Federal Agency,Cummington,MA,ACTIVE
CUTLERBAY-FL.GOV,City,Non-Federal Agency,Cutler Bay,FL,ACTIVE
DACULAGA.GOV,City,Non-Federal Agency,Dacula,GA,ACTIVE
DAHLONEGA-GA.GOV,City,Non-Federal Agency,Dahlonega,GA,ACTIVE
DALHARTTX.GOV,City,Non-Federal Agency,Dalhart,TX,ACTIVE
DALLAS-GA.GOV,City,Non-Federal Agency,Dallas,GA,ACTIVE
DALLASOR.GOV,City,Non-Federal Agency,Dallas,OR,ACTIVE
DALLASOREGON.GOV,City,Non-Federal Agency,Dallas,OR,ACTIVE
DALTON-MA.GOV,City,Non-Federal Agency,Dalton,MA,ACTIVE
DAMASCUSOREGON.GOV,City,Non-Federal Agency,Damascus,OR,ACTIVE
DANBURY-CT.GOV,City,Non-Federal Agency,Danbury,CT,ACTIVE
DANDRIDGETN.GOV,City,Non-Federal Agency,Dandridge,TN,ACTIVE
DANIABEACHFL.GOV,City,Non-Federal Agency,DANIA BEACH,FL,ACTIVE
DANVERSMA.GOV,City,Non-Federal Agency,Danvers,MA,ACTIVE
DANVILLE-VA.GOV,City,Non-Federal Agency,Danville,VA,ACTIVE
DANVILLEVA.GOV,City,Non-Federal Agency,Danville,VA,ACTIVE
DARIENCT.GOV,City,Non-Federal Agency,Darien,CT,ACTIVE
DARIENIL.GOV,City,Non-Federal Agency,Darien,IL,ACTIVE
DAUGHERTYTOWNSHIP-PA.GOV,City,Non-Federal Agency,New Brighton,PA,ACTIVE
DAVIE-FL.GOV,City,Non-Federal Agency,Davie,FL,ACTIVE
DAWSONVILLE-GA.GOV,City,Non-Federal Agency,Dawsonville,GA,ACTIVE
DAYTON-ME.GOV,City,Non-Federal Agency,Dayton,ME,ACTIVE
DAYTONOHIO.GOV,City,Non-Federal Agency,Dayton,OH,ACTIVE
DECATUR-AL.GOV,City,Non-Federal Agency,Decatur,AL,ACTIVE
DECATURIL.GOV,City,Non-Federal Agency,Decatur,IL,ACTIVE
DECATURILLINOIS.GOV,City,Non-Federal Agency,Decatur,IL,ACTIVE
